Date,Close,Volume,PriceRange
2004-12-10,56.55,17755200,6.73
2004-12-17,57.64,20081500,3.12
2004-12-24,57.1,6270300,1.77
2004-12-31,57.5,4575900,2.05
2005-01-07,57.9,11545900,3.62
2005-01-14,61.25,11187500,3.84
2005-01-21,60.23,8032100,2.83
2005-01-28,60.3,7063400,1.76
2005-02-04,62.45,7330800,2.16
2005-02-11,60,9860200,2.4
2005-02-18,60.48,5817100,1.88
2005-02-25,61.2,5844000,3.29
2005-03-04,63.44,7960300,3.28
2005-03-11,61.41,7342900,2.98
2005-03-18,60.66,8189000,2.4
2005-03-25,61.52,7795100,2.44
2005-04-01,62.33,8371200,2.41
2005-04-08,63.75,7232400,2.47
2005-04-15,60.6,10362900,3.95
2005-04-22,58.89,9644400,2.75
2005-04-29,63.88,11899800,5.23
2005-05-06,66.97,10493100,3.35
2005-05-13,65.93,10997300,3.58
2005-05-20,66.55,8977000,2.51
2005-05-27,67,6261400,1.35
2005-06-03,68.4,8953800,2.89
2005-06-10,67.8,12001200,2.96
2005-06-17,69.64,12097100,3
2005-06-24,68.19,13252200,2.65
2005-07-01,69.82,12519900,3.73
2005-07-08,70.75,11854800,2.95
2005-07-15,68.9,12342200,3.46
2005-07-22,67.02,15626100,4.71
2005-07-29,70.74,20285200,4.5
2005-08-05,70.92,13874800,5.46
2005-08-12,72.51,9295100,3.79
2005-08-19,73,7343400,2.12
2005-08-26,72.52,7467400,1.39
2005-09-02,73.98,8880300,2.84
2005-09-09,76.77,9373200,3.4
2005-09-16,74.04,12142800,3.65
2005-09-23,74.74,11214200,6.05
2005-09-30,75.82,17535500,2.92
2005-10-07,74.2,11175700,4.33
2005-10-14,73.58,12822900,4.82
2005-10-21,78,12871900,5.21
2005-10-28,74.7,26088100,6.74
2005-11-04,73.4,14556400,2.27
2005-11-11,73.77,11052400,2.66
2005-11-18,77.1,12349400,3.99
2005-11-25,78.15,9201300,2.57
2005-12-02,77.3,13025900,2.53
2005-12-09,79.4,18337400,3.62
2005-12-16,78.24,9424300,1.78
2005-12-23,78.3,10314100,3.73
2005-12-30,79.79,13050300,3.13
2006-01-06,78.93,11034800,2.31
2006-01-13,74.89,15416800,5.52
2006-01-20,73.23,12288600,4.48
2006-01-27,75.5,19608300,4.04
2006-02-03,77.3,13407400,2.75
2006-02-10,77.65,14631100,2.85
2006-02-17,77.36,12137900,2.23
2006-02-24,77.29,9388300,1.75
2006-03-03,75.68,12530500,2.92
2006-03-10,77.43,11582600,3.41
2006-03-17,79.62,12829800,4.03
2006-03-24,78.5,11565500,2.08
2006-03-31,77.43,12753400,2.36
2006-04-07,75.59,13180000,3.19
2006-04-14,72.99,14248100,4.83
2006-04-21,71.72,16301700,3.09
2006-04-28,71,31403600,5.8
2006-05-05,70.01,37560400,5.8
2006-05-12,71.75,18988100,2.45
2006-05-19,71.9,18676800,2.79
2006-05-26,72.08,13221100,4.03
2006-06-02,72.84,11456000,3.1
2006-06-09,71.84,13520800,2.23
2006-06-16,71.05,18808200,5.5
2006-06-23,72.21,10795300,3.21
2006-06-30,72.77,13018300,8.1
2006-07-07,72.14,7831200,1.49
2006-07-14,74.56,16593100,4.5
2006-07-21,77.18,13567900,3.94
2006-07-28,75.07,24610300,5.33
2006-08-04,74.68,13643600,4.16
2006-08-11,74.83,9086300,2.19
2006-08-18,76,8966800,2.4
2006-08-25,77.29,7990700,1.73
2006-09-01,77.13,8192700,1.67
2006-09-08,75.85,8366700,2.1
2006-09-15,78.63,14086900,4.54
2006-09-22,76.73,14108000,1.75
2006-09-29,77.05,10207000,2.07
2006-10-06,78.41,10152300,3.76
2006-10-13,76.44,10401800,2.62
2006-10-20,78.06,12588300,2.8
2006-10-27,76.65,13772500,3.52
2006-11-03,73.8,13650500,3.79
2006-11-10,72.89,17605900,3.63
2006-11-17,72.92,12741400,1.38
2006-11-24,72.4,13780300,3.31
2006-12-01,75.95,19302200,5.45
2006-12-08,76.46,11330600,1.96
2006-12-15,77.13,11529900,1.85
2006-12-22,78.22,10139000,2.21
2006-12-29,78.69,5468200,1.09
2007-01-05,78.49,8780700,1.3
2007-01-12,77.8,19302300,4.01
2007-01-19,77.32,10569700,2.3
2007-01-26,75.98,20182900,3.86
2007-02-02,78.71,13922500,3.68
2007-02-09,80.68,19332500,3.48
2007-02-16,82.25,13135633,2.69
2007-02-23,81.5,7481400,3.12
2007-03-02,80.06,19183754,5.7
2007-03-09,78.32,17018200,4.61
2007-03-16,78.8,15765400,1.83
2007-03-23,81.67,14376427,4.08
2007-03-30,81.1,14773210,3.08
2007-04-06,81.92,8049689,2.01
2007-04-13,82.24,9609874,3.02
2007-04-20,82.85,17216376,4.75
2007-04-27,79.19,27379557,5.69
2007-05-04,81.43,16800318,2.75
2007-05-11,83.5,13439007,2.36
2007-05-18,85.07,14365448,3.47
2007-05-25,83.98,10329227,1.04
2007-06-01,81.78,25608712,3.4
2007-06-08,81.56,24538428,1.48
2007-06-15,81.04,18416839,1.25
2007-06-22,79.51,24553177,2.61
2007-06-29,79.83,16378123,2.14
2007-07-06,82.23,9641734,2.84
2007-07-13,81.78,12713461,3.84
2007-07-20,81.2,15562194,3.59
2007-07-27,75.93,23969848,7.53
2007-08-03,75.05,28800207,3.46
2007-08-10,77.02,25350754,4.85
2007-08-17,79.55,23790900,3.83
2007-08-24,78.18,14558200,2.83
2007-08-31,80.59,11930400,3.11
2007-09-07,79.06,14200800,3.08
2007-09-14,79.32,16678100,1.48
2007-09-21,79.89,18361900,4.35
2007-09-28,78.92,18284700,2.77
2007-10-05,78.46,19353200,4.59
2007-10-12,79.59,13045064,2.4
2007-10-19,78.78,12105300,2.3
2007-10-26,78.7,13692400,2.32
2007-11-02,78.31,19934534,2.23
2007-11-09,79.9,14071154,3.09
2007-11-16,81.63,15386597,2.79
2007-11-23,81.76,9040079,1.61
2007-11-30,84.21,15659234,3.65
2007-12-07,85.97,11935489,3.82
2007-12-14,86.16,17987781,3.61
2007-12-21,89.46,17887070,5.04
2007-12-28,88.1,5727933,2.56
2008-01-04,87.57,10245620,2.08
2008-01-11,87.63,20432660,3.22
2008-01-18,82.88,28353494,6.76
2008-01-25,74.69,32605290,8.82
2008-02-01,78.92,21858784,4.66
2008-02-08,76.63,18600818,4.35
2008-02-15,75.07,28453825,5.12
2008-02-22,73.93,11018631,3.32
2008-02-29,70.08,22721750,5.12
2008-03-07,67.12,19984365,5.06
2008-03-14,47.09,122248619,22.66
2008-03-21,45.84,42188701,4.24
2008-03-28,43.23,30488097,3.5
2008-04-04,46.2,32279472,3.84
2008-04-11,46,29830466,1.99
2008-04-18,48.44,20571232,3.31
2008-04-25,51.07,38288448,6.25
2008-05-02,51.33,22724826,3.3
2008-05-09,52.73,20648439,3.06
2008-05-16,51.53,24165108,3.87
2008-05-23,53.94,28944182,5.07
2008-05-30,55.82,21549599,2.43
2008-06-06,55.44,25221704,2.96
2008-06-13,53.81,21629764,3.59
2008-06-20,48.3,28083120,5.87
2008-06-27,48.08,21957496,3.01
2008-07-04,44.98,20455760,5.17
2008-07-11,44.87,22483305,5.24
2008-07-18,46.25,18463037,3.36
2008-07-25,52.9,27658158,8.22
2008-08-01,51.57,20559223,3.11
2008-08-08,55.83,22023034,4.25
2008-08-15,57.57,15399263,2.7
2008-08-22,54.49,16053560,5.41
2008-08-29,52.79,11418726,2.96
2008-09-05,49.02,15614955,6.86
2008-09-12,51.14,20993067,4.68
2008-09-19,48.02,27507568,6.66
2008-09-26,46.69,14704447,3.54
2008-10-03,44.46,15770069,4.91
2008-10-10,35.3,30146567,12.33
2008-10-17,40.3,26818131,10.01
2008-10-24,40.4,26009036,5.87
2008-10-31,38.87,28267382,6.15
2008-11-07,38.71,18733115,3.15
2008-11-14,35.24,25222059,6.93
2008-11-21,30.08,27729406,7.9
2008-11-28,35.6,14498806,5.83
2008-12-05,36,23906843,4.07
2008-12-12,36.62,18297796,2.81
2008-12-19,42.26,25287639,6.82
2008-12-26,40.7,8146300,2.81
2009-01-02,43.85,12089023,4.65
2009-01-09,42.56,16553501,2.93
2009-01-16,37.89,31562707,6.11
2009-01-23,40.13,19872688,4.58
2009-01-30,41.45,25711743,5.96
2009-02-06,45.71,19009813,5.28
2009-02-13,43.75,23198571,4.64
2009-02-20,41.45,20191839,3.59
2009-02-27,33.92,46628449,7.32
2009-03-06,31.41,54144405,4.65
2009-03-13,36.8,32284414,7.14
2009-03-20,35.37,28236524,4.12
2009-03-27,36.42,22054495,2.73
2009-04-03,38.44,28443944,5.55
2009-04-10,40.34,20000838,4.25
2009-04-17,42.41,30380505,4.07
2009-04-24,40.94,25372718,3.13
2009-05-01,42.38,26144403,4.44
2009-05-08,48.86,23716518,7.12
2009-05-15,46.88,20473024,3.28
2009-05-22,44.75,19175842,4.33
2009-05-29,46.57,18583099,3.86
2009-06-05,47.81,17468748,2.62
2009-06-12,46.72,25204786,3.25
2009-06-19,50.93,30651134,6.68
2009-06-26,51.34,26128524,3.15
2009-07-03,49.75,23153036,2.86
2009-07-10,49.81,28018542,2.96
2009-07-17,49.99,25576425,2.67
2009-07-24,52.54,22351115,3.72
2009-07-31,52.64,34587753,4.49
2009-08-07,51.4,20405805,3.88
2009-08-14,52.19,15183751,2.33
2009-08-21,54.64,21496800,4.2
2009-08-28,53.72,16462763,2.67
2009-09-04,54.17,20270996,3.4
2009-09-11,54.03,20343999,3.4
2009-09-18,54.4,21772289,2.71
2009-09-25,49.6,25809629,6.06
2009-10-02,45.92,36128938,5.53
2009-10-09,46.33,41017932,4.11
2009-10-16,46.16,26352959,2.18
2009-10-23,46.03,25917916,1.75
2009-10-30,46.76,28440273,3.39
2009-11-06,51,23517594,6.03
2009-11-13,52.41,14594730,3.11
2009-11-20,52.14,18442979,3.36
2009-11-27,54.24,14008357,2.26
2009-12-04,53.88,16785099,1.91
2009-12-11,56.51,27796461,4.37
2009-12-18,58.31,44545423,3.72
2009-12-25,59.36,23946957,2.43
2010-01-01,58.29,10912858,1.96
2010-01-08,63.94,30784383,5.69
2010-01-15,66.65,27917792,4.6
2010-01-22,65.1,41814055,7.75
2010-01-29,63.72,35263948,4.36
2010-02-05,61.69,25221183,4.87
2010-02-12,59.33,35106592,4.1
2010-02-19,58.47,30372858,4.1
2010-02-26,61.87,43372422,5.08
2010-03-05,62.25,30166585,3.39
2010-03-12,62.58,25930067,2.7
2010-03-19,65.07,40606929,5.23
2010-03-26,63.05,26853038,3.39
2010-04-02,64.71,16869648,2.18
2010-04-09,61.26,28642202,5.5
2010-04-16,59.08,38309867,4.66
2010-04-23,57.98,28741774,4.09
2010-04-30,53.8,48643213,6.43
2010-05-07,50.94,37280872,5.8
2010-05-14,53.09,26628466,3.78
2010-05-21,51.25,26080083,4.32
2010-05-28,51.3,20641257,2.21
2010-06-04,54.14,22122136,5.52
2010-06-11,52.65,28046813,3.55
2010-06-18,55.22,21678708,2.64
2010-06-25,51.75,24396448,4.35
2010-07-02,47.43,24425433,5.46
2010-07-09,51.17,14392863,3.56
2010-07-16,51.39,18115257,2.81
2010-07-23,51.99,15348149,1.71
2010-07-30,50.72,20444366,5.11
2010-08-06,55.05,21186493,4.17
2010-08-13,51.79,26534792,4.98
2010-08-20,49.89,15445911,3.45
2010-08-27,50.87,16888598,3.68
2010-09-03,53.25,15712832,4.45
2010-09-10,54.83,13397011,2.99
2010-09-17,54.06,21335569,2.08
2010-09-24,56.69,22447381,3.38
2010-10-01,56.11,18735713,1.81
2010-10-08,55.01,21471712,2.99
2010-10-15,57.78,17084561,3.29
2010-10-22,57.54,15397476,2.49
2010-10-29,54.34,15274774,4.23
2010-11-05,57.35,28013965,3.75
2010-11-12,58.08,20129380,2.05
2010-11-19,58.61,27030961,3.86
2010-11-26,57.1,25198545,4
2010-12-03,57.02,28865507,2.92
2010-12-10,57.68,19478963,2.09
2010-12-17,55.93,25165954,4.13
2010-12-24,57.44,10640298,2.18
2010-12-31,56.86,7535561,0.77
2011-01-07,60.46,12950547,3.74
2011-01-14,63.55,13750134,4
2011-01-21,61.45,11350098,2.49
2011-01-28,62.66,18585596,4.65
2011-02-04,65.07,18900639,5.69
2011-02-11,65.25,13176328,1.9
2011-02-18,67.4,12279805,2.91
2011-02-25,66.52,14407248,2.66
2011-03-04,67.99,15822058,3.54
2011-03-11,67.98,15703157,2.38
2011-03-18,66.65,22640472,2.44
2011-03-25,69.34,14735862,4
2011-04-01,70.75,12420463,2.31
2011-04-08,68.95,11545645,2.5
2011-04-15,69.41,11501401,1.99
2011-04-22,72.27,10824775,5.45
2011-04-29,76.79,17775502,5.58
2011-05-06,77.96,16044323,2.26
2011-05-13,80.25,16605428,3.97
2011-05-20,80.53,13604749,2.96
2011-05-27,77.58,18958313,4.49
2011-06-03,76.68,10375608,1.92
2011-06-10,76.34,14379151,3.34
2011-06-17,76.24,13510357,3.38
2011-06-24,77.33,13842012,4.41
2011-07-01,80.79,10923225,4.44
2011-07-08,78,10715854,4.04
2011-07-15,74.9,15816958,2.84
2011-07-22,74.41,17240725,2.9
2011-07-29,67.55,25698485,7.9
2011-08-05,61.95,29491397,7.78
2011-08-12,60.38,28783795,5.05
2011-08-19,58.09,16205804,5.23
2011-08-26,60.43,12628399,4.42
2011-09-02,62.19,16088973,4.82
2011-09-09,61.81,12447009,5.05
2011-09-16,67.7,22739417,7.05
2011-09-23,64.05,15407902,5.99
2011-09-30,65.28,17733568,4.15
2011-10-07,65.79,16572560,6.06
2011-10-14,67.07,12748146,2.74
2011-10-21,66.65,15729258,4.49
2011-10-28,68.68,16669327,4.94
2011-11-04,67.42,10887922,3.83
2011-11-11,70.75,10657155,4.43
2011-11-18,68.52,13993929,3.54
2011-11-25,63.7,9078906,4.03
2011-12-02,68.91,12324138,6.11
2011-12-09,66.5,15463752,4.85
2011-12-16,64.95,18242847,3.14
2011-12-23,68.05,10604128,4.59
2011-12-30,66.25,4743459,2.21
2012-01-06,70.73,8753108,4.41
2012-01-13,71.91,9985183,2.51
2012-01-20,71.78,11841483,3.04
2012-01-27,65.42,30305905,9.04
2012-02-03,65.07,21662915,2.83
2012-02-10,64.17,14591169,2.16
2012-02-17,66.05,11889101,2.63
2012-02-24,66.11,9149891,1.36
2012-03-02,65.78,12165713,1.64
2012-03-09,64.88,11820485,2.39
2012-03-16,67.33,23217438,4.72
2012-03-23,66.68,11732081,2.13
2012-03-30,73.8,28641951,7.77
2012-04-06,72.38,12339775,2.35
2012-04-13,69.25,14172111,2.36
2012-04-20,70.68,11253590,2.59
2012-04-27,68.63,14525600,4.98
2012-05-04,66.26,13656732,3.05
2012-05-11,66.11,8950346,1.68
2012-05-18,65.08,12885547,1.89
2012-05-25,67.9,12153899,4.14
2012-06-01,66.36,8318831,2.83
2012-06-08,69.07,14591084,4.21
2012-06-15,70.77,14787293,2.83
2012-06-22,69.76,18997927,4.04
2012-06-29,63.79,37491580,8.12
2012-07-06,59.91,19059745,5.17
2012-07-13,62.36,22501669,2.55
2012-07-20,61.94,15052135,2.21
2012-07-27,55.12,33220655,9.72
2012-08-03,55.04,25600424,3.38
2012-08-10,57.91,12913763,3.51
2012-08-17,57.26,10672266,1.85
2012-08-24,57.66,11348971,2.13
2012-08-31,59.87,21683981,5.2
2012-09-07,60.29,7192938,1.35
2012-09-14,58.35,21399233,3.86
2012-09-21,59.26,11533615,1.38
2012-09-28,58.01,11726550,2.19
2012-10-05,61.22,39806823,4.6
2012-10-12,61.83,13648188,2.38
2012-10-19,61.82,12284522,2.45
2012-10-26,61.29,9557553,2.08
2012-11-02,61.14,6020608,1.35
2012-11-09,56.16,20749246,5.41
2012-11-16,55.15,14573282,3.28
2012-11-23,56.06,6352809,1.02
2012-11-30,55.9,20079077,1.6
2012-12-07,57.78,11064581,2.45
2012-12-14,58.49,11811409,2.67
2012-12-21,61.31,13384437,3.14
2012-12-28,59.89,5082659,1.65
2013-01-04,59.29,10328279,3.14
2013-01-11,61.75,13459354,3.73
2013-01-18,62.75,9703023,1.94
2013-01-25,66.17,11723245,3.63
2013-02-01,65.32,10858186,1.88
2013-02-08,66.28,8054663,1.93
2013-02-15,62.7,13319250,3.68
2013-02-22,61.92,9900419,2.79
2013-03-01,61.88,13083812,1.64
2013-03-08,63.03,8331655,1.94
2013-03-15,64.98,8394937,2.84
2013-03-22,64.03,7713971,1.59
2013-03-29,66.23,6521536,2.53
2013-04-05,67.99,13560426,4.76
2013-04-12,69.79,8212106,3.4
2013-04-19,68.71,9974849,3.84
2013-04-26,72.87,11922351,6.45
2013-05-03,73.82,10106576,2.67
2013-05-10,75.89,8003094,2.61
2013-05-17,77.81,10011140,2.94
2013-05-24,76.98,7714161,3.4
2013-05-31,76.97,6127081,2.67
2013-06-07,77.39,8410915,2.85
2013-06-14,78.16,8579863,2.66
2013-06-21,79.4,11025304,2.6
2013-06-28,81.84,12762074,3.86
2013-07-05,81.96,7639467,1.49
2013-07-12,85.4,9197957,3.7
2013-07-19,86.8,11359689,2.78
2013-07-26,84.79,11680519,5.77
2013-08-02,86.08,8228038,2.17
2013-08-09,87.39,11908872,3
2013-08-16,86.05,8172946,2.42
2013-08-23,86.58,5472534,1.29
2013-08-30,85.14,7251615,2.85
2013-09-06,87.29,5694703,2.56
2013-09-13,89.09,8703321,2.98
2013-09-20,82.33,15683748,7.63
2013-09-27,83.95,11043549,3.55
2013-10-04,87.21,10001481,4.99
2013-10-11,88.64,7460499,3.74
2013-10-18,86.38,9057318,4.23
2013-10-25,84.1,14656771,5.97
2013-11-01,85.36,12742723,2.48
2013-11-08,87.28,11949007,2.75
2013-11-15,90.1,11795238,3.22
2013-11-22,93.03,13526259,3.69
2013-11-29,92.88,7024205,1.6
2013-12-06,90.69,12662887,4.92
2013-12-13,87.75,8613252,4.41
2013-12-20,89.59,12320375,3.12
2013-12-27,92.17,4087389,2.81
2014-01-03,90.63,4391797,2.23
2014-01-10,91.99,9565200,3.84
2014-01-17,85.49,16840478,7.38
2014-01-24,84.25,8730021,3.53
2014-01-31,86,22259509,7.2
2014-02-07,84.68,12215549,2.44
2014-02-14,87.8,13619752,4.02
2014-02-21,88.55,11618865,2.5
2014-02-28,90.59,14485982,3.94
2014-03-07,91.53,13532890,2.97
2014-03-14,93.35,14060072,2.81
2014-03-21,99.77,24041252,8.99
2014-03-28,99.39,15660593,5.13
2014-04-04,97.59,15222921,4.35
2014-04-11,95.05,19917795,3.58
2014-04-18,92,12559872,6.4
2014-04-25,96,9938338,5.45
2014-05-02,100.87,13229227,7.58
2014-05-09,104.51,10731931,5.01
2014-05-16,105.12,9188051,3.42
2014-05-23,108.82,9412077,4.42
2014-05-30,108.36,7217266,2.42
2014-06-06,106.13,9217353,3.2
2014-06-13,106.88,10220930,3.13
2014-06-20,108.55,6567150,3.59
2014-06-27,107.55,6492462,2.99
2014-07-04,110.16,6813380,3.89
2014-07-11,110.9,7732388,3.05
2014-07-18,114.93,11445799,4.44
2014-07-25,113.51,7421207,5.14
2014-08-01,111,17270586,9.62
2014-08-08,108.58,8805216,5.98
2014-08-15,111.78,8731196,5.65
2014-08-22,112.87,5426737,2.84
2014-08-29,116.51,6569178,4.91
2014-09-05,118.97,6500098,4.57
2014-09-12,118.62,8466648,3.86
2014-09-19,122.04,8149061,4.85
2014-09-26,120.8,10485565,5.3
2014-10-03,122.07,9307928,5.66
2014-10-10,116.95,7976977,6.4
2014-10-17,114.99,13854389,8.74
2014-10-24,120.21,8681327,5.73
2014-10-31,126.69,12261342,9.09
2014-11-07,124.15,8129258,4.75
2014-11-14,125.36,6173942,4.18
2014-11-21,125.89,6753353,4.79
2014-11-28,127.91,4990521,3.87
2014-12-05,127.91,6184990,4.71
2014-12-12,122.65,5978327,5.76
2014-12-19,127.95,7751476,8.12
2014-12-26,126.36,2835971,3.06
2015-01-02,125.46,3367187,4.92
2015-01-09,129.8,8603698,8.94
2015-01-16,136.01,9927062,8.41
2015-01-23,140.77,8931516,7.82
2015-01-30,134.96,12580684,7.57
2015-02-06,135.69,9764097,5.73
2015-02-13,141.05,8913050,8.18
2015-02-20,144.59,5205630,4.74
2015-02-27,146.45,8098817,3.46
2015-03-06,145.16,7335713,3.51
2015-03-13,150.01,7673447,5.75
2015-03-20,158.38,12752465,10.56
2015-03-27,156.27,8155662,6.9
2015-04-03,153.95,6120774,5.92
2015-04-10,153.92,6073474,4.82
2015-04-17,152.48,6648119,5.21
2015-04-24,154.28,3837947,2.54
2015-05-01,153.23,10426611,8.71
2015-05-08,158.4,16102826,6.84
2015-05-15,161.37,8439161,4.05
2015-05-22,164.19,7521741,4.04
2015-05-29,167.85,8892922,8.8
2015-06-05,162.82,8380501,9.35
2015-06-12,160.71,6092453,4.68
2015-06-19,165.06,8778449,7.62
2015-06-26,164.68,17516975,11.57
2015-07-03,163.14,6575192,3.49
2015-07-10,159.73,9910750,5.29
2015-07-17,158.59,8853062,6.73
2015-07-24,150.86,11677300,10.06
2015-07-31,154.27,15246032,7.16
2015-08-07,152.63,8827520,4.18
2015-08-14,149.3,7392539,5.33
2015-08-21,146.62,10935235,9.73
2015-08-28,140.56,13741185,9.49
2015-09-04,142.05,13852447,6.91
2015-09-11,147.09,8175547,5.22
2015-09-18,146.86,9766805,7.05
2015-09-25,141.91,9536030,9.54
2015-10-02,141.85,11025385,7.41
2015-10-09,140.49,10435675,8.71
2015-10-16,147.05,10206940,12.76
2015-10-23,140.95,14651915,14.26
2015-10-30,139.15,14341012,11.36
2015-11-06,133.98,10898885,8.06
2015-11-13,132.55,9160971,4.07
2015-11-20,131.29,12902431,11.95
2015-11-27,131.22,5736349,4.16
2015-12-04,132.75,14862429,8.1
2015-12-11,135.78,11797065,7.02
2015-12-18,137.75,7901202,6.46
2015-12-25,140.56,4433464,3.79
2016-01-01,139.44,2327571,3.48
2016-01-08,132.13,8388339,10.16
2016-01-15,134.99,11138746,11.66
2016-01-22,141.4,9344560,10.09
2016-01-29,130.49,13050560,15.33
2016-02-05,123.38,10282442,9.67
2016-02-12,121.55,10177786,7.53
2016-02-19,127.23,5655779,7.32
2016-02-26,132.5,7019595,5.88
2016-03-04,132.35,7433417,3.87
2016-03-11,143.1,7706390,12.51
2016-03-18,142.68,6672897,5.83
2016-03-25,139.97,5704387,4.48
2016-04-01,141.85,6477540,4.26
2016-04-08,143.74,10867577,6.14
2016-04-15,142.91,6320141,4.28
2016-04-22,147.52,6971581,5.94
2016-04-29,140.77,8342655,8.67
2016-05-06,137.25,8484057,6.48
2016-05-13,135.51,7677538,6.98
2016-05-20,135.73,5752087,4.47
2016-05-27,130.7,15520606,6.72
2016-06-03,131.84,6932440,2.97
2016-06-10,131.52,7104496,3.58
2016-06-17,132.34,8538725,3.62
2016-06-24,126.38,14215013,10.6
2016-07-01,131.67,10908765,9.53
2016-07-08,132.15,6435027,4.32
2016-07-15,134.31,6011532,5.64
2016-07-22,142.94,11868400,13.18
2016-07-29,131.34,12681351,11.74
2016-08-05,127.86,11059612,6.38
2016-08-12,130.19,7933057,4.18
2016-08-19,129.52,7778165,2.94
2016-08-26,124.94,5807760,6.17
2016-09-02,124.24,8367193,2.88
2016-09-09,126.89,7485810,5.08
2016-09-16,125.52,8937882,6.34
2016-09-23,126.56,7128965,4.64
2016-09-30,125.31,6151782,3.89
2016-10-07,121.9,8563063,4.54
2016-10-14,121.09,7465887,5.15
2016-10-21,123.5,9121581,8.07
2016-10-28,121.62,6294228,4
2016-11-04,119.29,11461113,9.73
2016-11-11,133.68,14053284,16.59
2016-11-18,135.35,9717841,9.97
2016-11-25,144.74,6825226,9.53
2016-12-02,145.1,10432433,5.61
2016-12-09,145.88,6335098,4.79
2016-12-16,145.46,6923945,4.55
2016-12-23,146.02,4752796,4.4
2016-12-30,143.77,2968879,4.03
2017-01-06,144.35,5528034,5.39
2017-01-13,148.53,6914192,7.54
2017-01-20,150.63,6769629,7.55
2017-01-27,153.35,8823152,7.83
2017-02-03,159.08,13784152,10.03
2017-02-10,162.32,9308769,7.14
